"Plan","Category","Asset Class","Fund Name","Current Mix","Future Investments","Date Range","Opening Balance","Gains/Losses","Other Activity","Closing Balance","Units","Fund Price","Fund Return"
"Retirement Savings Plan","ALL ACCOUNTS","Asset Allocation/Balanced","Vanguard Trgt Ret 2055 Select","100.0%","100.0%","January 1, 2022 - May 17, 2022","$28,458.76","($4,572.09)","$8,769.00","$32,655.67","646.263043","$50.530000","-13.84%"
